DOMAIN	Anaeromyces-like_sp_C3J_Trinity	Anaeromyces_robustus_S4	Anaeromyces_sp_C3G_Trinity	Anaeromyces_sp_G3G_Trinity	Anaeromyces_sp_Na_Trinity	Anaeromyces_sp_O2_Trinity	Caecomyces_sp_Brit4_Trinity	Caecomyces_sp_Iso3_Trinity	Chytriomyces_sp_MP71	Entophlyctis_helioformis_JEL805	Gaertneriomyces_semiglobifer_Barr_43	Gonapodya_prolifera_JEL478	Neocallimastix_californiae_G1	Neocallimastix_frontalis_Hef5_Trinity	Neocallimastix_sp_G3_Trinity	Orpinomyces_sp_D3A_Trinity	Orpinomyces_sp_D3B_Trinity	Orpinomyces_sp_D4C_Trinity	Pecoramyces_ruminantium_C1A	Pecoramyces_sp_FS3C_Trinity	Pecoramyces_sp_FX4B_Trinity	Pecoramyces_sp_S4B_Trinity	Pecoramyces_sp_YC3_Trinity	Piromyces_finnis	Piromyces_sp_A1_Trinity	Piromyces_sp_B4_Trinity	Piromyces_sp_B5_Trinity	Piromyces_sp_E2	Rhizoclosmatium_globosum_primary	Feramyces_austinii_WSF2c_Trinity	Feramyces_austinii_WSF3a_Trinity
IQ	22	18	9	3	10	20	11	68	34	17	14	14	32	87	27	7	5	11	27	24	26	41	20	24	36	53	19	16	23	11	23
ATP-synt_C	104	5	6	16	26	54	24	19	9	6	6	6	11	26	72	158	14	16	2	12	15	6	11	6	12	18	21	6	7	12	31
G-alpha	9	9	6	11	10	13	19	35	30	17	5	4	18	84	38	7	14	9	10	54	41	22	33	8	61	63	31	10	31	38	33
Lipase_GDSL_2	33	22	14	23	23	26	30	91	15	1	4	5	29	50	20	17	22	14	15	27	17	24	28	8	34	32	29	27	19	28	39
Glyco_hydro_3	23	15	25	34	16	24	9	21	8	0	0	3	49	43	29	21	16	18	16	21	25	26	37	15	31	49	34	25	4	43	33
Kelch_4	21	12	7	42	40	32	20	43	8	12	20	8	19	43	41	25	19	23	3	56	21	19	28	15	42	47	25	14	12	25	35
Glyco_tranf_2_3	37	30	13	10	22	26	10	25	20	17	16	11	49	46	25	16	13	12	18	38	42	23	32	20	10	50	62	21	17	23	25
ADH_zinc_N	13	5	6	11	122	76	8	187	17	12	15	37	12	41	16	11	12	9	3	14	12	8	10	7	11	59	42	5	20	15	12
Cation_ATPase	30	17	22	8	17	31	21	54	28	18	17	19	34	64	29	13	9	10	19	30	22	27	24	20	10	58	49	20	25	9	17
Gly_radical	32	21	12	39	30	26	30	53	0	0	0	1	32	19	13	33	73	43	11	35	23	9	29	18	30	23	28	13	0	37	41
Cyclin	38	13	18	30	23	34	23	52	15	10	9	5	30	78	39	25	16	21	13	27	26	38	23	15	24	49	24	11	7	14	22
PALP	27	11	17	20	23	32	20	41	11	8	7	13	16	35	26	22	22	25	2	24	15	12	29	10	41	64	68	11	11	28	41
Dynein_heavy	14	13	11	8	8	13	12	49	12	17	11	11	23	99	28	3	1	2	19	30	26	26	27	13	23	100	67	14	12	23	37
MCM	39	9	40	41	26	62	21	75	8	10	8	8	10	43	28	19	19	24	8	30	25	22	27	9	16	53	39	7	8	17	33
Peptidase_S9	48	14	15	39	57	33	12	37	14	22	15	12	27	42	20	16	15	14	25	17	21	26	28	10	23	69	27	11	18	24	19
NAD_binding_10	54	14	19	29	48	43	18	35	23	9	11	44	16	39	37	15	33	29	6	15	15	20	19	8	23	47	40	8	21	11	18
Lactamase_B_2	36	11	15	40	36	46	17	40	6	9	10	5	16	45	22	21	13	20	12	31	21	28	26	12	28	90	18	7	11	27	32
Homeobox	24	12	18	77	42	66	7	50	67	6	12	9	24	40	21	12	9	8	5	7	11	34	12	15	13	45	24	13	67	10	15
zf-RING_11	50	15	11	31	62	48	12	40	19	12	10	45	22	56	28	15	13	17	5	20	20	32	21	14	37	27	9	12	18	15	17
zf-met	37	16	23	36	30	34	19	39	17	14	17	9	26	45	55	21	27	23	8	21	24	27	17	11	27	64	21	15	18	17	19
cNMP_binding	11	12	6	12	11	14	7	21	71	25	11	13	20	49	10	10	15	31	12	29	38	23	28	13	9	55	85	9	88	15	23
Stealth_CR2	27	21	19	12	16	28	13	77	0	0	0	0	36	47	17	10	11	13	20	40	37	30	42	21	9	70	72	20	0	15	19
HMG_box_2	25	11	12	20	25	25	18	34	14	7	9	12	33	85	33	13	18	22	10	34	23	24	24	10	38	55	22	14	9	25	18
FHA	44	16	23	35	32	48	14	41	18	16	15	11	24	52	27	22	22	19	6	29	25	24	26	18	30	32	10	10	14	15	20
FeoB_N	43	11	13	20	21	30	27	31	14	9	12	9	21	112	24	23	15	20	10	32	23	19	24	9	18	40	15	10	10	18	24
Microtub_bd	38	25	22	29	27	53	9	38	23	18	16	21	35	75	28	22	30	23	19	15	13	19	12	22	9	29	12	18	23	8	6
Rhomboid	29	11	17	21	26	23	15	33	5	7	6	5	19	51	27	20	23	22	10	40	35	37	27	11	41	57	35	7	6	29	22
Aa_trans	27	9	13	21	22	27	26	90	7	10	5	15	18	43	23	13	13	14	8	26	17	15	17	9	29	90	29	8	7	29	44
Band_7	91	12	9	11	14	16	29	44	14	6	6	7	25	80	54	10	8	13	6	26	36	25	28	4	41	18	14	6	10	13	25
Pribosyltran	56	10	16	35	40	45	13	32	8	6	9	8	16	60	20	19	24	30	7	18	22	26	17	10	20	67	25	8	6	20	23
ThiF	35	9	19	32	34	42	20	54	9	10	9	9	11	45	23	42	45	37	13	27	18	16	21	9	16	42	13	8	9	33	29
Glyco_hydro_18	13	10	7	10	12	9	18	77	33	2	9	14	17	69	47	2	4	4	10	29	23	20	19	8	37	52	52	11	45	25	21
Pyr_redox_2	50	6	8	15	48	69	8	39	22	14	18	37	9	22	22	22	18	15	3	13	19	9	23	6	15	81	55	7	23	10	12
LRR_5	47	22	17	4	7	49	50	121	0	0	0	0	6	13	8	10	13	13	43	18	9	22	21	2	11	20	19	25	0	6	7
Glyco_hydro_3_C	22	16	21	33	19	27	5	14	8	0	0	3	48	40	26	18	19	20	17	27	32	29	29	15	19	37	30	25	4	26	30
DUF3421	13	4	11	21	12	40	11	21	12	9	2	0	29	34	52	17	13	13	10	25	35	31	20	7	8	64	123	42	17	8	17
PFK	37	8	11	23	35	32	16	36	2	3	2	5	14	69	34	19	19	35	7	17	15	10	13	7	62	56	20	6	5	14	21
PQ-loop	76	10	9	24	55	90	19	62	10	11	12	10	15	36	21	10	23	10	5	20	21	10	9	10	23	41	10	6	10	18	25
Acyl_transf_3	31	19	17	34	21	32	14	42	0	4	4	0	18	38	17	4	6	5	15	27	35	19	23	12	44	60	54	16	1	35	23
Fe-ADH	25	7	10	83	42	25	24	34	1	0	1	1	14	51	20	24	32	31	5	32	26	15	22	6	24	43	25	9	1	22	30
RasGEF	19	16	11	16	11	26	16	49	15	14	16	10	29	79	24	8	9	9	16	30	39	31	33	18	23	42	12	10	12	22	16
OB_NTP_bind	36	10	21	41	38	54	15	64	10	8	7	6	8	28	29	12	13	16	8	49	26	26	16	14	25	37	36	4	10	19	14
RVT_2	11	0	16	11	9	14	4	8	0	0	0	0	0	76	28	16	7	6	81	82	33	20	41	0	12	93	123	4	0	8	19
zf-MYND	31	11	17	31	51	34	15	27	17	10	9	40	15	44	15	12	10	13	9	22	24	16	22	11	29	30	23	5	52	11	16
Zn_clus	20	15	13	17	18	26	4	25	93	21	13	63	22	52	16	12	17	13	11	16	10	22	16	13	28	22	23	10	65	5	5
HA2	47	9	26	34	42	60	13	59	12	10	9	11	12	26	28	6	6	16	7	60	22	29	18	14	15	24	15	6	12	22	26
Hexapep_2	22	4	11	20	18	17	29	48	2	0	1	2	5	78	29	12	15	15	6	28	27	17	20	17	56	22	31	4	1	47	36
PhoLip_ATPase_C	27	12	16	25	20	25	16	47	7	7	5	7	22	69	32	11	20	11	10	22	13	20	14	12	28	60	31	12	7	20	32
MatE	23	20	16	17	23	28	9	15	4	2	3	8	25	72	29	14	23	18	14	22	35	32	28	8	15	27	25	16	9	22	18
GTP_EFTU_D2	23	9	18	76	16	19	16	54	16	9	11	13	13	27	28	77	22	20	5	8	11	12	16	9	16	26	32	7	13	7	10
Exo_endo_phos	27	12	17	15	19	38	20	38	9	9	13	17	18	40	23	13	17	17	15	32	22	39	28	14	22	33	18	11	11	17	22
Septin	30	7	10	28	20	24	13	53	12	6	10	7	14	28	27	24	25	22	10	18	21	15	16	7	45	48	22	8	9	27	18
LSM	40	15	20	37	29	33	19	32	20	16	15	16	28	38	39	26	18	43	8	10	7	15	14	16	26	31	11	6	16	16	9
Myb_DNA-binding	43	16	20	39	36	50	18	34	16	20	15	10	20	29	21	17	13	11	10	21	12	34	21	14	15	30	21	10	14	6	14
Snf7	32	7	14	24	23	97	16	86	9	7	9	8	11	32	20	14	15	18	8	17	19	27	20	7	19	46	6	5	7	20	23
Peptidase_M24	46	7	15	45	30	34	18	39	12	11	10	10	12	29	15	22	22	27	10	24	21	17	14	7	22	39	11	6	14	23	21
SNARE	25	10	10	20	35	37	16	39	10	6	8	6	17	40	30	13	14	16	5	14	14	17	15	8	86	31	12	3	6	16	14
Pentapeptide_2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	501	209	0	0	0	0
ADH_N	12	3	4	8	117	70	4	177	14	8	13	29	8	35	13	9	9	9	2	10	8	4	6	3	8	48	15	3	18	13	7
Ubie_methyltran	51	11	11	39	30	32	13	27	13	11	8	16	13	38	15	16	18	15	5	19	23	37	23	6	16	49	48	5	9	14	21
eIF2A	27	8	14	43	36	33	19	45	5	6	4	5	15	43	28	19	21	28	7	18	14	20	14	11	29	44	12	14	6	23	24
PMT_4TMC	24	6	13	38	20	36	16	34	11	3	3	4	11	43	16	24	13	11	7	14	11	36	15	7	45	79	45	6	6	12	19
GATase	28	8	9	38	29	24	11	30	8	8	8	14	15	41	17	28	18	28	8	15	16	10	13	9	21	82	37	8	7	10	18
TPR_11	29	10	19	29	24	37	11	40	9	7	8	5	13	55	31	7	9	12	16	29	33	21	25	10	24	43	18	10	10	17	19
Inhibitor_I42	27	9	15	17	21	23	18	35	1	0	0	1	20	66	14	27	51	54	0	17	24	54	19	10	14	46	31	9	4	9	13
3Beta_HSD	22	11	11	24	19	25	14	54	14	9	10	28	17	30	42	11	12	13	10	17	16	15	15	4	20	50	58	8	23	10	15
Cofilin_ADF	40	12	12	29	27	31	13	37	5	9	7	9	19	48	27	20	14	13	10	19	13	17	21	11	19	34	51	6	5	11	20
SASA	28	11	9	24	25	49	11	73	0	0	0	0	14	26	12	16	25	11	7	19	18	19	17	12	29	31	42	18	0	32	25
SIR2	16	8	10	16	21	28	15	33	11	6	5	13	13	85	40	17	18	16	9	26	20	19	23	8	27	39	26	10	11	15	19
DSPc	28	13	12	19	25	30	12	38	13	11	8	16	23	53	34	24	9	9	11	15	20	26	17	14	20	37	21	9	14	22	23
Ubiquitin_2	32	16	23	16	22	36	22	41	11	10	10	11	54	9	60	31	30	22	14	22	17	11	10	12	21	25	17	7	11	13	4
PI3_PI4_kinase	31	10	16	34	33	41	15	36	14	10	12	11	14	42	21	15	14	15	15	33	26	12	13	9	11	59	13	10	14	17	21
MIR	59	5	17	27	65	41	16	29	13	4	4	6	10	38	13	11	13	13	6	11	13	35	11	7	28	71	9	7	7	14	22
Kelch_5	18	10	7	25	23	24	19	41	2	7	11	4	17	38	32	14	11	13	2	42	20	13	20	12	36	41	23	11	3	21	24
Fn3-like	21	16	22	33	19	26	3	13	5	0	0	3	50	37	14	16	17	15	12	15	22	28	22	14	16	28	19	25	4	24	24
VWA_2	22	11	10	15	12	22	19	41	7	5	5	14	23	60	28	8	9	8	15	23	24	18	22	7	19	48	30	15	9	11	19
Glyco_hydro_31	27	7	11	22	23	33	9	15	2	2	1	5	9	42	11	40	22	32	19	37	27	27	35	5	9	29	19	6	6	19	26
zf-C2H2_jaz	38	10	21	37	26	33	17	37	9	6	10	6	14	42	44	20	26	24	11	19	14	22	16	8	20	19	5	4	6	16	22
FAD_binding_2	20	5	11	17	21	27	9	23	16	7	12	18	8	32	14	20	34	48	3	16	16	8	12	4	23	65	51	7	14	13	16
RCC1	46	10	7	13	25	37	5	28	28	28	13	12	16	47	30	25	9	22	7	53	10	25	15	11	19	24	3	4	29	3	9
DnaJ_C	22	8	8	25	26	25	14	47	9	5	4	6	13	35	29	14	13	20	8	21	15	11	16	8	17	90	36	6	5	19	21
PPTA	50	12	14	35	32	43	20	34	6	6	8	9	13	51	14	18	14	16	14	18	16	21	12	10	35	3	0	3	7	12	20
PMT	27	5	20	30	22	56	18	29	14	3	3	4	10	47	27	14	15	18	7	24	13	36	17	6	23	65	7	6	7	5	12
VWA	22	11	10	13	12	15	21	38	5	5	3	12	20	65	29	7	6	6	21	21	25	16	18	4	24	45	39	13	5	13	15
CBM_25	11	11	4	4	5	7	1	3	0	0	0	0	4	11	7	56	57	113	13	28	26	121	30	0	0	2	2	4	0	26	19
TPR_7	26	11	10	16	18	23	13	22	32	12	6	18	18	45	27	12	9	13	12	15	18	31	24	11	11	33	13	12	43	12	18
Glycos_transf_1	30	8	13	20	26	29	11	22	9	7	9	9	10	29	21	31	42	34	6	11	11	21	15	8	19	35	40	7	12	21	20
Aminotran_5	20	8	21	17	67	24	13	17	16	16	9	20	25	21	17	7	11	8	11	28	16	9	12	9	13	63	46	9	14	11	16
Zip	32	10	13	21	30	26	14	22	7	8	6	6	22	60	23	13	17	18	6	24	16	19	28	6	23	23	25	8	8	16	22
GDP_Man_Dehyd	23	6	15	36	34	23	14	20	13	7	8	19	10	45	38	18	14	14	12	15	10	16	11	4	8	58	43	6	20	14	20
Kelch_1	14	9	5	27	24	16	20	31	4	9	11	3	13	33	40	16	13	17	1	47	16	12	22	10	35	32	23	9	5	21	23
Ion_trans_2	23	12	16	35	24	23	18	25	16	8	7	13	24	46	25	12	29	13	8	26	21	14	17	12	18	40	27	7	13	13	10
CAP	14	14	5	14	15	34	6	22	26	5	1	6	14	38	11	19	26	37	19	15	17	24	18	8	40	32	15	22	17	14	11
HEAT	30	5	16	25	17	36	11	38	11	9	9	11	13	48	27	10	10	9	9	17	15	14	9	8	13	67	73	3	10	6	17
CBFD_NFYB_HMF	32	9	13	24	24	29	14	32	16	8	13	13	18	58	20	16	20	19	6	21	13	16	13	11	18	36	22	7	12	12	26
Peptidase_M16_C	30	9	11	16	19	26	15	58	10	11	12	10	10	31	15	13	8	13	8	28	14	13	15	9	35	31	16	7	11	17	29
tRNA-synt_1g	31	6	10	27	14	13	18	48	6	10	8	5	10	28	13	14	17	14	8	21	26	14	15	7	19	67	14	6	7	10	25
Copine	20	10	21	30	24	34	11	28	0	0	0	4	15	46	30	4	8	9	6	23	34	30	24	6	26	62	20	12	0	14	19
PK	40	2	2	18	60	58	4	48	6	2	4	4	10	19	11	13	16	16	0	22	33	5	26	2	29	9	14	3	4	24	16
FYVE	31	9	16	28	33	25	16	25	7	8	10	8	13	71	32	14	13	15	9	23	24	16	19	10	16	31	8	6	6	17	15
Retrotrans_gag	37	1	22	8	12	28	23	42	0	0	0	0	0	26	11	6	2	2	59	35	22	12	11	0	12	76	68	6	3	28	20
C1_1	25	13	11	18	17	26	8	22	11	6	8	11	21	50	20	11	16	16	20	25	25	23	35	11	18	17	17	7	10	21	16
NIF	25	7	14	45	23	31	10	33	12	8	7	7	14	38	33	16	16	13	11	20	18	25	13	9	24	38	2	9	8	21	17
Histone	29	8	10	21	21	27	16	40	14	7	12	12	16	50	25	27	14	14	6	13	13	16	10	9	19	39	24	8	21	12	21
Acyltransferase	24	9	12	21	22	31	12	23	15	9	8	10	13	43	56	8	8	7	8	24	15	10	16	10	20	54	15	6	16	18	14
Glyco_trans_2_3	19	18	6	4	17	14	12	16	32	21	17	13	28	39	23	6	13	9	8	22	27	14	25	15	2	32	35	18	27	13	11
Thioredoxin_6	21	8	12	23	27	23	28	71	4	1	4	3	10	25	15	27	61	49	9	12	10	7	12	4	14	22	13	7	3	16	16
tRNA-synt_1	26	5	5	35	11	11	15	43	10	11	9	7	7	28	10	14	13	15	8	10	19	11	10	5	25	54	48	7	8	8	20
ketoacyl-synt	33	15	11	18	12	32	2	13	3	4	4	6	28	48	14	4	3	4	9	10	10	18	9	11	0	113	88	16	4	5	7
UAA	36	9	17	17	40	29	11	29	4	5	4	6	12	48	20	27	17	10	6	25	17	9	19	10	33	25	11	8	6	21	17
RIO1	30	8	24	37	23	36	13	29	8	9	7	11	14	43	21	15	16	16	10	13	20	30	16	8	21	14	3	10	8	21	18
MORN	8	14	7	3	3	7	3	20	20	17	19	18	28	46	12	1	0	0	6	22	37	21	27	21	16	67	2	15	20	13	26
Clathrin	30	10	17	12	16	27	11	40	10	11	10	8	18	67	32	13	9	15	13	20	21	20	25	11	10	28	9	8	9	10	10
Trehalose_PPase	16	7	8	36	24	24	4	18	6	5	3	3	8	22	55	54	20	13	4	13	13	10	10	7	54	19	15	5	6	15	17
AMPK1_CBM	20	6	11	21	45	25	5	22	3	4	3	7	17	41	12	72	31	20	2	15	9	16	14	9	22	25	30	7	1	10	14
Sec1	34	5	13	26	22	28	22	29	7	7	6	6	7	44	27	16	20	19	9	24	17	11	13	5	22	33	3	7	7	30	32
Ribosomal_S2	8	4	8	14	20	10	11	21	6	3	4	3	6	23	13	179	8	8	0	22	7	66	23	4	10	27	14	4	5	17	13
HEAT_2	38	8	17	31	35	34	14	47	19	9	14	11	17	42	29	7	8	11	7	18	16	20	12	10	8	24	13	7	7	7	15
BTB	22	9	5	9	24	29	2	11	12	7	11	23	45	35	32	8	18	13	18	14	19	19	22	7	14	21	8	6	20	26	25
Glutaredoxin	14	5	8	15	12	34	10	18	11	7	5	7	8	16	16	33	21	32	5	18	10	40	13	4	37	13	9	2	7	16	17
PC_rep	18	6	8	35	33	27	11	30	8	6	5	9	10	22	16	15	18	15	6	13	13	34	10	7	19	58	20	6	6	16	16
Kelch_3	16	8	5	19	24	16	10	26	4	9	17	5	15	39	29	14	11	16	1	36	19	16	19	10	23	33	13	10	10	21	34
CMAS	45	10	9	32	27	26	11	18	9	5	6	9	11	33	12	9	14	12	6	19	19	26	22	5	11	55	36	3	6	18	18
zf-C2H2_6	10	9	6	14	12	9	6	14	9	15	14	4	19	20	24	5	7	2	1	15	9	13	8	7	23	154	34	14	18	20	41
AA_kinase	26	5	7	26	23	28	11	29	5	3	3	3	8	34	50	13	13	15	8	12	8	16	15	6	20	50	31	6	6	16	10
Glyco_trans_1_4	22	7	8	16	16	21	11	22	7	6	8	10	10	26	23	30	42	33	6	10	8	21	15	8	18	30	40	6	7	17	19
HMGL-like	30	4	8	93	52	58	5	11	5	5	4	4	9	18	9	13	12	9	2	18	14	28	22	5	9	60	21	3	5	8	6
PDDEXK_9	40	22	24	32	40	44	14	28	0	0	0	0	35	44	13	15	4	3	6	24	16	12	23	11	9	28	31	19	1	9	12
Tubulin	20	8	21	12	18	22	30	41	7	7	7	7	12	35	25	9	10	12	6	27	16	14	14	9	23	49	17	6	7	9	19
Pec_lyase_C	12	5	5	5	10	15	1	5	0	0	0	6	32	29	23	32	27	81	15	20	22	20	23	9	20	3	6	14	0	28	23
Cthe_2159	23	21	12	14	13	27	11	60	0	0	0	0	22	21	3	2	1	0	22	15	10	12	11	11	27	40	55	28	0	20	25
LysM	6	10	3	5	5	5	16	26	5	0	6	14	12	34	26	23	24	18	14	26	11	7	18	7	38	52	17	11	9	18	20
PDDEXK_2	42	40	19	37	42	40	8	14	0	0	0	0	33	31	29	8	2	3	20	34	18	20	17	7	10	15	18	6	0	5	14
PAP2	23	10	12	11	12	29	7	23	4	7	7	6	21	48	23	14	11	13	12	28	22	45	13	5	22	27	17	6	5	10	15
Peptidase_M3	35	8	16	44	34	43	8	18	6	1	2	2	7	28	13	8	8	12	12	16	11	10	17	5	42	35	10	8	5	14	18
Na_sulph_symp	40	8	8	32	24	35	10	25	5	2	2	1	9	15	38	15	16	14	5	36	27	20	18	5	15	31	16	4	2	4	17
tRNA-synt_2b	49	5	7	23	51	40	8	22	7	7	4	6	6	13	7	11	12	10	5	8	6	6	6	4	60	34	28	4	7	6	9
Mannosyl_trans3	18	13	11	11	11	19	4	23	25	6	0	9	18	40	11	6	5	6	8	14	13	21	23	7	28	38	33	17	23	15	22
PrmA	26	12	15	17	25	27	17	30	16	9	9	11	13	32	19	7	4	12	2	17	14	25	20	6	13	42	19	5	10	16	25
G-patch	35	10	21	29	31	33	9	35	8	10	10	11	11	31	18	18	8	16	10	18	11	17	12	9	17	20	9	6	9	6	14
Dynamin_N	16	8	13	16	25	10	14	35	8	7	8	9	18	44	25	8	14	14	22	10	11	11	14	11	24	38	18	11	10	6	13
SAM_2	34	9	19	23	42	39	2	17	29	6	4	3	13	44	17	17	9	12	10	13	14	11	12	10	14	18	16	9	17	9	10
bZIP_2	27	8	14	26	31	27	12	28	17	8	13	13	20	32	19	9	10	11	6	14	13	13	14	12	16	29	28	11	10	15	10
SAM_1	33	9	20	21	41	39	2	17	25	8	5	3	12	52	17	16	9	12	11	11	14	11	10	10	14	18	16	9	20	8	9
Choline_transpo	8	16	6	15	10	9	12	75	7	4	3	4	12	62	7	8	7	8	20	17	18	32	25	6	5	35	24	16	5	10	17
HGTP_anticodon	49	4	9	21	52	49	7	34	6	6	6	6	6	27	6	9	11	8	5	9	13	20	7	5	26	38	24	4	7	10	12
Pyr_redox	43	5	6	13	45	64	4	26	13	11	11	23	8	18	16	23	18	18	1	11	19	6	15	5	11	37	21	5	8	6	8
CBM53	7	10	3	6	7	8	1	3	1	0	1	1	5	12	5	56	44	112	14	25	27	33	28	2	0	5	5	5	0	27	21
DHHC	27	10	15	19	22	24	10	35	13	7	9	7	15	36	28	8	27	14	8	14	20	17	16	10	10	26	7	6	10	18	16
Aldedh	22	3	6	78	32	20	9	13	20	13	10	26	5	14	16	10	9	11	3	28	11	8	10	2	8	57	27	3	16	11	16
bZIP_1	24	8	13	27	31	24	12	29	23	5	11	16	13	28	20	9	9	9	4	10	10	10	10	6	18	51	22	8	18	14	14
PPR_3	14	6	7	16	21	91	4	12	18	28	62	14	10	32	15	11	13	14	0	4	4	4	4	4	15	15	28	4	20	6	7
Glycos_transf_2	19	12	9	12	15	17	6	12	6	4	3	4	24	29	12	13	13	9	7	27	17	16	16	6	11	58	57	7	8	25	21
Cation_ATPase_C	19	5	11	20	16	17	10	23	21	11	14	15	11	33	14	10	8	11	4	23	21	10	17	8	18	43	19	5	18	9	12
FKBP_C	15	6	8	15	13	77	9	25	14	7	10	6	9	29	19	15	35	12	4	12	16	17	7	6	18	26	12	5	12	13	12
PABP	6	2	3	4	5	8	7	58	1	1	0	1	4	11	7	5	4	5	0	2	2	3	2	2	181	6	8	2	1	7	7
Beta_elim_lyase	88	4	8	32	19	37	15	36	5	4	6	8	10	25	10	7	12	8	2	12	7	20	6	5	24	37	17	6	8	5	6
SMC_N	33	4	17	36	19	41	8	54	6	7	5	6	7	34	16	20	15	21	10	8	9	41	11	4	7	20	7	9	6	5	5
AAA_11	29	5	14	11	10	39	9	24	13	6	11	7	13	39	18	7	6	5	17	26	18	12	16	15	1	27	26	8	15	18	8
Peptidase_M1	24	6	11	17	20	27	2	19	10	4	4	4	17	38	20	5	13	10	8	8	7	29	10	4	51	33	4	5	14	15	13
PPR	12	6	6	16	18	90	5	15	14	23	39	5	12	36	16	15	16	19	0	6	6	6	7	5	16	15	25	7	20	6	6
LRR_9	14	18	8	11	14	12	7	26	14	15	12	8	22	43	13	4	2	4	14	23	22	18	23	21	17	24	5	7	16	17	22
HEAT_EZ	23	7	9	16	24	23	12	39	9	6	6	6	13	49	23	12	8	11	9	10	9	15	10	8	15	71	8	7	5	8	11
ADK	7	14	5	22	9	4	9	18	16	15	10	8	22	56	10	13	20	6	16	12	15	13	19	13	14	30	22	11	17	9	13
Gal_Lectin	29	13	14	21	20	29	5	10	0	0	0	0	14	35	14	9	9	13	23	22	33	21	19	12	19	47	18	6	0	8	11
Cnd1	23	7	11	19	48	26	13	29	7	7	8	8	17	50	29	10	10	15	10	12	10	11	13	10	5	28	3	7	8	11	19
Cullin	23	7	13	40	30	35	26	35	5	6	5	5	7	47	20	10	9	10	11	22	13	10	13	6	6	21	9	5	6	17	16
His_Phos_1	16	7	8	12	11	25	13	41	8	4	7	12	11	25	26	16	37	21	5	10	13	8	9	6	14	55	25	4	8	13	12
TRI12	31	10	17	22	24	28	4	19	18	2	2	29	11	28	19	11	12	10	9	15	17	18	20	9	7	26	11	4	17	10	18
FF	35	7	10	32	19	36	9	25	2	2	7	6	7	19	9	20	33	12	7	11	10	15	6	6	23	58	10	5	6	6	9
HATPase_c	49	9	9	26	58	18	6	16	15	11	28	23	13	20	8	7	7	7	7	13	6	9	6	9	6	32	16	6	15	5	7
BATS	130	2	3	43	74	144	1	13	1	1	1	0	2	4	3	3	1	3	1	9	8	13	3	2	19	6	3	1	1	2	8
APH	24	8	11	17	20	23	9	27	14	13	13	14	11	26	19	8	8	12	5	13	16	24	14	7	13	33	11	8	11	8	24
Ketoacyl-synt_C	23	15	8	16	11	27	2	11	2	2	3	3	29	40	13	7	4	6	9	10	9	16	10	11	2	67	81	16	3	5	4
CNH	16	8	9	14	13	17	8	24	7	4	4	6	15	42	46	10	10	12	8	11	17	26	13	9	26	21	15	6	4	14	17
Clat_adaptor_s	29	8	12	27	26	30	10	25	9	7	5	9	10	36	19	13	11	13	6	8	12	36	10	7	20	31	0	5	7	19	10
Proteasome_A_N	19	7	11	20	20	16	9	34	9	6	7	7	13	32	18	18	24	24	3	24	11	8	7	7	30	27	6	5	5	10	12
Pribosyl_synth	36	5	8	27	16	25	10	35	5	3	5	4	9	50	13	12	15	19	3	12	12	18	13	5	11	48	9	4	3	19	16
PHD	30	13	18	23	18	38	2	26	11	16	12	17	15	35	18	20	20	22	9	16	7	17	10	11	4	12	8	4	8	5	6
NmrA	51	8	13	19	38	37	9	26	20	6	10	36	8	13	6	7	23	10	2	7	8	12	7	2	11	27	28	7	9	4	6
Aconitase	11	4	8	13	18	21	5	22	4	7	4	4	9	26	14	52	41	42	5	6	9	9	14	5	12	35	24	4	3	11	11
Tubulin_C	16	6	18	15	19	23	28	41	8	5	6	6	10	37	17	10	10	12	4	17	12	11	8	6	28	27	9	6	6	16	13
SPRY	13	12	11	8	4	14	9	28	6	5	8	4	17	60	17	5	8	8	9	23	14	28	20	12	15	41	8	6	4	21	15
DAO	20	3	9	15	18	24	3	19	15	9	9	17	7	25	13	17	27	44	4	14	8	14	12	5	14	38	24	3	11	14	7
AAA_12	28	7	13	13	15	24	10	23	11	7	9	6	6	25	18	13	7	10	13	23	14	15	18	11	9	30	27	6	12	15	11
2-Hacid_dh_C	27	5	6	19	10	36	9	11	8	6	3	17	9	25	55	23	10	16	1	11	9	22	14	5	18	18	19	4	7	13	12
Methyltransf_16	20	9	11	18	24	22	12	28	14	9	10	17	10	25	14	4	7	11	5	19	14	18	22	8	16	25	11	10	17	15	24
Glyco_transf_20	27	5	10	35	11	34	9	21	4	3	3	3	9	26	19	53	10	7	5	10	15	9	12	5	26	26	13	5	4	11	10
Pkinase_C	13	7	8	20	14	17	9	31	11	5	6	7	14	30	12	27	17	19	5	13	23	12	25	7	23	18	4	3	7	16	7
PEMT	18	7	7	14	18	14	10	34	4	5	6	6	12	34	26	12	21	13	3	14	19	13	15	7	13	35	34	8	4	12	19
zf-RING_5	18	8	13	24	21	24	7	28	8	7	7	16	9	18	11	16	11	13	2	22	20	12	23	9	25	19	8	4	14	9	14
Lactamase_B_3	22	9	9	29	20	50	10	23	4	2	3	1	11	30	16	10	7	10	6	21	14	19	12	10	13	54	6	4	5	11	12
TPR_12	6	6	5	6	4	4	5	7	89	10	7	58	12	32	13	5	5	7	4	10	12	19	10	8	2	12	5	5	102	5	7
